Apple Id Number,Apple Music Subscription,Artist Name,Build Version,Content Name,Content Provider,Content Specific Type,Device Identifier,End Position In Milliseconds,End Reason Type,Event End Timestamp,Event Reason Hint Type,Event Received Timestamp,Event Start Timestamp,Event Type,Feature Name,Genre,Item Type,Media Duration In Milliseconds,Media Type,Metrics Bucket Id,Metrics Client Id,Milliseconds Since Play,Offline,Original Title,Play Duration Milliseconds,Provided Audio Bit Depth,Provided Audio Channel,Provided Audio Sample Rate,Provided Bit Rate,Provided Codec,Provided Playback Format,Source Type,Start Position In Milliseconds,Store Country Name,Targeted Audio Bit Depth,Targeted Audio Channel,Targeted Audio Sample Rate,Targeted Bit Rate,Targeted Codec,Targeted Playback Format,User’s Audio Quality,User’s Playback Format,UTC Offset In Seconds
1760558098,True,The Beatles,,I Should Have Known Better,Project Bastille,Song,B8E8564A3846,162176,NATURAL_END_OF_TRACK,2016-03-18T08:06:56.033Z,,2016-03-18T08:12:03.640Z,2016-03-18T08:04:13.857Z,,for-you,Rock,ITUNES_STORE_CONTENT,163080.0,,4540,3z3Ur2GCz3x2z4j5z9uNz1HwWVFW1Q,307607,False,,162176,,,,,,,,0,Vietnam,,,,,,,,,25200.0
1760558098,True,Guns N' Roses,,You Ain't the First,Universal Music International,Song,B8E8564A3846,78551,SCRUB_END,2016-04-14T07:50:35.025Z,,2016-04-14T08:01:43.950Z,2016-04-14T07:49:29.405Z,,for-you,Hard Rock,ITUNES_STORE_CONTENT,156226.0,,4540,3z3Ur2GCz3x2z4j5z9uNz1HwWVFW1Q,668925,False,,65620,,,,,,,,12931,Vietnam,,,,,,,,,25200.0
1760558098,True,Chic,,Good Times,The Warner Music Group,Song,A82066326AAE,222275,NATURAL_END_OF_TRACK,2015-07-21T04:07:31.313Z,,2015-07-21T04:12:36.407Z,2015-07-21T04:03:49.038Z,,for-you,R&B/Soul,ITUNES_STORE_CONTENT,222955.0,,9251,3z49ANXgzAGXz4v2zBrbz11CIJV2o7,305094,False,,222275,,,,,,,,0,Vietnam,,,,,,,,,25200.0
1760558098,True,David Bowie,,Diamond Dogs,The Warner Music Group,Song,eaa6a811094ee66b82f0968fc62c206790ed7575,365000,NATURAL_END_OF_TRACK,2016-06-22T07:24:51.916Z,NOT_SPECIFIED,2016-06-22T07:24:52.089Z,2016-06-22T07:18:46.916Z,PLAY_END,for_you:none / undefined,Rock,ITUNES_STORE_CONTENT,365000.0,AUDIO,5713,3z2hbdxOzGyXz5J4zCoIzBtWyNsnk,173,False,,365000,,,,,,,ORIGINATING_DEVICE,0,Vietnam,,,,,,,,,32400.0
1760558098,True,Stevie Wonder,,Isn't She Lovely,Universal Music International,Song,B8E8564A3846,7527,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,2016-03-14T07:06:46.944Z,,2016-03-14T07:21:47.944Z,2016-03-14T07:06:39.417Z,,for-you,Pop,ITUNES_STORE_CONTENT,394000.0,,4540,3z3Ur2GCz3x2z4j5z9uNz1HwWVFW1Q,901000,False,,7527,,,,,,,,0,Vietnam,,,,,,,,,25200.0
1760558098,True,Gin Blossoms,,Hey Jealousy,Universal Music International,Song,eaa6a811094ee66b82f0968fc62c206790ed7575,9000,SCRUB_END,2016-06-22T06:49:46.364Z,NOT_SPECIFIED,2016-06-22T06:51:20.438Z,2016-06-22T06:49:44.364Z,PLAY_END,for_you:none / for-you,Rock,ITUNES_STORE_CONTENT,235000.0,AUDIO,5713,3z2hbdxOzGyXz5J4zCoIzBtWyNsnk,94074,False,,2000,,,,,,,ORIGINATING_DEVICE,7000,Vietnam,,,,,,,,,32400.0
1760558098,True,Elvis Presley,,Hound Dog,Sony Music,Song,9801A7974F13,138124,NATURAL_END_OF_TRACK,2016-08-04T11:40:50.734Z,NOT_SPECIFIED,2016-08-04T11:53:25.313Z,2016-08-04T11:38:32.610Z,PLAY_END,for-you,Rock,ITUNES_STORE_CONTENT,138948.0,,786,3z2BmTiDzGbOz5FMzAMgz1EwEHJ1EP,754579,False,,138124,,,,,,,,0,Vietnam,,,,,,,,,32400.0
1760558098,True,Michael Jackson,,The Girl Is Mine (with Paul McCartney),Sony Music,Song,E93119BA.289246C7.23C72C23.1825DFE5.62892B03.EA3026B7.EAE7D8C0,221550,NATURAL_END_OF_TRACK,2015-07-04T01:57:17.904Z,,2015-07-04T02:01:58.457Z,2015-07-04T01:53:36.354Z,,for-you,Pop,ITUNES_STORE_CONTENT,221677.0,,9402,3z2JJH8VzB1lz4dUzAV0z13vBW37RY,280553,False,,221550,,,,,,,,0,Vietnam,,,,,,,,,25200.0
1760558098,True,"Nicki Minaj, Jessie J, Ariana Grande",,Bang Bang,Universal Music International,Song,B8E8564A3846,7207,SCRUB_BEGIN,2016-04-13T10:48:53.293Z,,2016-04-13T11:02:26.143Z,2016-04-13T10:48:46.086Z,,new,Soundtrack,ITUNES_STORE_CONTENT,199058.0,,4540,3z3Ur2GCz3x2z4j5z9uNz1HwWVFW1Q,812850,False,,7207,,,,,,,,0,Vietnam,,,,,,,,,25200.0
1760558098,True,Spice Girls,,Wannabe (Radio Edit),UMG Global,Song,B8E8564A3846,3747,PLAYBACK_MANUALLY_PAUSED,2016-04-13T13:16:45.274Z,,2016-04-13T13:16:45.274Z,2016-04-13T13:16:41.527Z,,new,Pop,ITUNES_STORE_CONTENT,173000.0,,4540,3z3Ur2GCz3x2z4j5z9uNz1HwWVFW1Q,0,False,,3747,,,,,,,,0,Vietnam,,,,,,,,,25200.0
1760558098,True,Maroon 5,,Sugar,Universal Music International,Song,B8E8564A3846,11478,FAILED_TO_LOAD,2016-02-06T11:01:12.645Z,,2016-02-06T11:15:47.761Z,2016-02-06T11:01:09.106Z,,new,Pop,ITUNES_STORE_CONTENT,235513.0,,4540,3z3Ur2GCz3x2z4j5z9uNz1HwWVFW1Q,875116,False,,3539,,,,,,,,7939,Vietnam,,,,,,,,,25200.0
1760558098,True,Gwen Stefani,,Cool,Universal Music International,Song,A82066326AAE,694,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,2015-08-18T04:31:38.805Z,,2015-08-18T04:41:26.805Z,2015-08-18T04:31:38.111Z,,my-music,Alternative,ITUNES_STORE_CONTENT,189309.0,,9251,3z49ANXgzAGXz4v2zBrbz11CIJV2o7,588000,False,,694,,,,,,,,0,Vietnam,,,,,,,,,25200.0
1760558098,True,Motörhead,,You Better Run,Sony Music,Song,B8E8564A3846,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,2016-02-19T08:05:36.624Z,,2016-02-19T08:20:29.361Z,2016-02-19T08:05:36.624Z,,for-you,Heavy Metal,ITUNES_STORE_CONTENT,290000.0,,4540,3z3Ur2GCz3x2z4j5z9uNz1HwWVFW1Q,892737,False,,0,,,,,,,,0,Vietnam,,,,,,,,,25200.0
1760558098,True,The Clash,,Rock the Casbah,Sony Music,Song,F9CBE4DB.C26DCA5D.E693C3C6.1825DFE5.62892B03.EA3026B7.F7AA126F,0,NATURAL_END_OF_TRACK,2016-05-28T02:51:00.948Z,NOT_SPECIFIED,2016-05-28T15:50:54.948Z,2016-05-28T02:51:00.948Z,PLAY_END,for-you,Punk,ITUNES_STORE_CONTENT,,,7873,3z3io0TZzE1sz4vxz9a6z1Q1Ut0Efw,46794000,False,,0,,,,,,,,0,Vietnam,,,,,,,,,25200.0
1760558098,True,"Queen, David Bowie",,Under Pressure,The Warner Music Group,Song,B8E8564A3846,236780,NATURAL_END_OF_TRACK,2016-04-12T04:41:50.723Z,,2016-04-12T04:41:50.723Z,2016-04-12T04:37:53.943Z,,new,Rock,ITUNES_STORE_CONTENT,237520.0,,4540,3z3Ur2GCz3x2z4j5z9uNz1HwWVFW1Q,0,False,,236780,,,,,,,,0,Vietnam,,,,,,,,,25200.0
1760558098,True,Arthur Rubinstein,,"Nocturnes, Op. 9: No. 1 in B-Flat Minor",Sony Music,Song,9801A7974F13,280508,TRACK_SKIPPED_FORWARDS,2016-07-25T10:36:37.756Z,NOT_SPECIFIED,2016-07-25T10:36:37.756Z,2016-07-25T10:31:57.248Z,PLAY_END,for-you,Classical,ITUNES_STORE_CONTENT,326379.0,,786,3z2BmTiDzGbOz5FMzAMgz1EwEHJ1EP,0,False,,280508,,,,,,,,0,Vietnam,,,,,,,,,32400.0
1760558098,True,Daft Punk,,Get Lucky (feat. Pharrell Williams & Nile Rodgers),Sony Music,Song,B8E8564A3846,244063,SCRUB_END,2016-02-12T17:34:14.851Z,,2016-02-12T17:45:57.362Z,2016-02-12T17:33:20.962Z,,for-you,Pop,ITUNES_STORE_CONTENT,369629.0,,4540,3z3Ur2GCz3x2z4j5z9uNz1HwWVFW1Q,702511,False,,53889,,,,,,,,190174,Vietnam,,,,,,,,,25200.0
